Tipo Imóvel,Bairro,Dormitorios,Banheiros,Garagens,A. Terreno M²,A. Construída M²,Alarme,Ar Condicionado,Armários,Box Blindex,Cerca Elétrica,Churrasqueira,Cozinha,Escritório,Home Theater,Iluminação,Lavabo,Piscina,Porcelanato,Portão Eletronico,Sala de Estar,Sala de Jantar,Semi Mobiliado,Varanda,Precio
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,403.65 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555018.75
Terreno Lote,Jardim Tocantins,0,0,0,403.72 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444092.00
Terreno Lote,Jardim Tocantins,0,0,0,403.68 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444048.00
Terreno Lote,Jardim Tocantins,0,0,0,403.75 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555156.25
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Terreno Lote,Jardim Tocantins,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Terreno Lote,Jardim Tocantins,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Terreno Lote,Jardim Tocantins,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Terreno Lote,Jardim Tocantins,0,0,0,541.93 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569005.50
Casa Padrão,Tocantins,2,3,3,379.00 ,189.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1250000.00
Casa Padrão,Jardim Panorama,1,4,2,252.55 ,14.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Apartamento Padrão,Vila Industrial,1,2,,74.71 ,51.89 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,255000.00
Apartamento Padrão,Centro,1,3,2,122.00 ,82.00 ,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,425000.00
Apartamento Padrão,Centro,2,3,4,145.00 ,130.00 ,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,825000.00
Apartamento Padrão,Vila Industrial,2,2,2,0,80.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,484000.00
Apartamento Padrão,Vila Industrial,2,2,2,0,80.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,484000.00
Apartamento Padrão,Vila Industrial,2,2,2,0,80.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,484000.00
Apartamento Padrão,Vila Industrial,2,2,2,0,80.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,484000.00
Apartamento Padrão,Vila Industrial,1,2,2,0,80.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,427000.00
Casa Padrão,Jardim Coopagro,1,2,2,125.37 ,60.60 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,285000.00
Terreno Lote,Jardim Panorama,0,0,0,250.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.00
Terreno Lote,Jardim Panorama,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Terreno Lote,Jardim Bressan,0,0,0,379.07 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Terreno Lote,Jardim Bressan,0,0,0,285.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.00
Terreno Lote,Jardim Bressan,0,0,0,285.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.00
Terreno Lote,Jardim Bressan,0,0,0,285.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.00
Terreno Lote,Jardim Bressan,0,0,0,250.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000.00
Casa Sobrado,Jardim La Salle,2,4,4,560.00 ,265.21 ,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,2150000.00
Apartamento Padrão,Jardim La Salle,2,3,2,180.00 ,110.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,950000.00
Casa Padrão,Centro,3,3,2,750.00 ,146.58 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1250000.00
Terreno Lote,Jardim La Salle,0,0,0,469.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475000.00
Casa Padrão,Jardim Coopagro,3,3,,285.60 ,165.14 ,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,550000.00
Casa Sobrado,Jardim Pancera,2,3,2,201.25 ,189.11 ,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,850000.00
Casa Padrão,Jardim Panorama,1,2,,275.00 ,114.00 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,249000.00
Casa Padrão,Jardim Panorama,2,2,,125.00 ,54.43 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,240000.00
Terreno Lote,São Francisco,0,0,0,341.69 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000.00
Casa Padrão,São Francisco,2,2,2,170.84 ,60.65 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,285000.00
Casa Padrão,São Francisco,2,2,2,170.84 ,60.65 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,285000.00
Rural Chácara sem Casa,Vila Industrial,0,0,0,6793.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420000.00
Casa Padrão,Vila Becker,4,3,3,360.00 ,167.00 ,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1190000.00
Terreno Lote,Jardim Porto Alegre,1,3,3,650.00 ,143.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000.00
Apartamento Padrão,Jardim Porto Alegre,2,4,5,0,333.61 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2000000.00
Terreno Lote,Vila Industrial,0,0,0,697.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000.00
Casa Padrão,Jardim Gisela,2,3,2,191.31 ,115.80 ,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,575000.00
Casa Padrão,Pinheirinho,1,2,2,108.00 ,55.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,220000.00
Apartamento Padrão,Jardim La Salle,2,3,3,165.00 ,120.00 ,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1050000.00
Casa Padrão,Tocantins,1,3,2,180.00 ,101.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,630000.00
Casa Padrão,Vila Industrial,1,2,,610.00 ,93.23 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,550000.00
Apartamento Padrão,Jardim La Salle,2,3,3,154.00 ,121.00 ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,916000.00
Casa Sobrado,Jardim Pancera,1,3,3,77.94 ,96.66 ,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,2000.00
Apartamento Padrão,Centro,3,5,3,638.00 ,682.46 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2600000.00
Casa Padrão,Pinheirinho,1,2,2,128.00 ,54.76 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,230000.00
Casa Padrão,Pinheirinho,1,2,2,128.00 ,54.76 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,230000.00
Casa Padrão,Pinheirinho,1,2,2,125.00 ,54.76 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,230000.00
Casa Padrão,Pinheirinho,1,2,2,125.00 ,54.76 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,230000.00
Apartamento Padrão,Vila Industrial,1,3,2,132.60 ,106.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,550000.00
Casa Padrão,Jardim Gisela,2,3,2,180.00 ,115.00 ,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,620000.00
Casa Padrão,Jardim Gisela,2,3,2,180.00 ,115.00 ,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,650000.00
Apartamento Padrão,Centro,1,3,2,176.70 ,110.90 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,495000.00
Apartamento Padrão,Centro,1,3,2,176.70 ,110.90 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,495000.00
Apartamento Padrão,Centro,1,3,2,176.70 ,110.90 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,475000.00
Apartamento Padrão,Centro,1,3,2,176.70 ,110.90 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,475000.00
Casa Padrão,Jardim Coopagro,1,2,,290.28 ,106.17 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Casa Padrão,Jardim Coopagro,1,2,,116.00 ,75.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,270000.00
Casa Padrão,Jardim Coopagro,3,6,3,350.00 ,212.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,650000.00
Casa Padrão,Jardim Coopagro,1,2,,119.00 ,62.18 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275000.00
Terreno Lote,Tocantins,0,0,0,386.99 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309500.00
Casa Padrão,Vila Industrial,2,3,3,240.00 ,114.00 ,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,670000.00
Casa Padrão,Vila Industrial,2,3,3,240.00 ,114.00 ,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,670000.00
Rural Chácara com Casa,Vila Nova,0,0,0,27500.00 ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,550000.00
Casa Padrão,Vila Pioneiro,1,,,183.71 ,50.52 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,900.00
Terreno Lote,São Luiz do Oeste,0,0,0,400.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000.00
Casa Padrão,Jardim Panorama,1,2,,100.00 ,55.27 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,235000.00
Terreno Lote,Jardim Panorama,0,0,0,300.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000.00
Terreno Lote,Jardim Panorama,0,0,0,348.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000.00
Terreno Lote,Jardim Coopagro,0,0,0,490.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000.00
Casa Padrão,Jardim Coopagro,2,3,2,250.00 ,97.96 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,370000.00
Apartamento Padrão,Centro,1,2,2,117.23 ,75.15 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,500000.00
Casa Padrão,São Francisco,2,2,2,125.00 ,58.90 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,350000.00
Casa Padrão,São Francisco,2,2,2,125.00 ,58.90 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,350000.00
Apartamento Padrão,Centro,1,3,,1053.00 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3800000.00
Casa Padrão,Jardim Pancera,2,3,2,192.00 ,128.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,750000.00
Casa Padrão,Jardim Panorama,2,3,,120.00 ,53.99 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,280000.00
Terreno Lote,São Francisco,0,0,0,389.70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000.00
Casa Padrão,São Francisco,1,2,,279.50 ,81.20 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,260000.00
Casa Padrão,São Francisco,1,2,2,153.90 ,64.33 ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,260000.00
Casa Padrão,Vila Pioneiro,1,3,,126.00 ,91.33 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,320000.00
Casa Padrão,Vila Pioneiro,1,3,,126.00 ,91.33 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,320000.00
Casa Sobrado,Jardim Bressan,1,2,,88.00 ,70.76 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,320000.00
Casa Sobrado,Jardim Bressan,1,2,,88.00 ,70.76 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,300000.00
Casa Padrão,Jardim Coopagro,1,2,,125.00 ,54.76 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,270000.00
Casa Padrão,Jardim Coopagro,1,2,,125.00 ,54.76 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,270000.00
Terreno Lote,Jardim Pancera,0,0,0,420.76 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462836.00
Terreno Lote,Jardim Pancera,0,0,0,420.76 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462836.00
Terreno Lote,Jardim Pancera,0,0,0,420.76 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462836.00
Terreno Lote,Jardim Pancera,0,0,0,420.76 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462836.00
Terreno Lote,Jardim Pancera,0,0,0,420.76 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546988.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546000.00
Terreno Lote,Jardim Pancera,0,0,0,524.65 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682045.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,472.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,482.72 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,482.72 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627536.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462000.00
Terreno Lote,Jardim Pancera,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472500.00
Terreno Lote,Jardim Pancera,0,0,0,517.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672360.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Terreno Lote,Jardim Pancera,0,0,0,566.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538536.00
Apartamento Padrão,Vila Industrial,2,3,3,193.26 ,115.00 ,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,800000.00
Casa Sobrado,Jardim Gisela,2,3,4,180.02 ,162.00 ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1050000.00
Terreno Lote,Vila Industrial,0,0,0,700.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000.00
Apartamento Padrão,Vila Industrial,2,3,4,165.00 ,112.00 ,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,720000.00
Apartamento Padrão,Vila Industrial,2,3,4,165.00 ,112.00 ,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,680000.00
Casa Padrão,Jardim Gisela,3,3,3,360.00 ,310.00 ,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1200000.00
Casa Padrão,Vila Industrial,1,2,,128.00 ,70.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,389000.00
Casa Sobrado,Centro,1,3,2,76.74 ,76.88 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Terreno Lote,Vila Industrial,0,0,0,390.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.00
Casa Sobrado,Jardim Gisela,2,3,3,169.68 ,131.31 ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,755000.00
Casa Padrão,Jardim Gisela,2,3,2,360.00 ,140.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,700000.00
