Tipo Imóvel,Bairro,Dormitorios,Banheiros,Garagens,A. Terreno M²,A. Construída M²,Alarme,Ar Condicionado,Armários,Box Blindex,Cerca Elétrica,Churrasqueira,Cozinha,Escritório,Home Theater,Iluminação,Lavabo,Piscina,Porcelanato,Portão Eletronico,Sala de Estar,Sala de Jantar,Semi Mobiliado,Varanda,Precio
Apartamento Padrão,Centro,,3,2,113.43 ,105.42 ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,280000.00
Casa Padrão,Jardim Coopagro,1,3,2,225.00 ,119.32 ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,475000.00
Casa Padrão,Jardim Coopagro,2,2,,125.00 ,49.52 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,270000.00
Terreno Lote,Centro,0,0,0,1500.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000.00
Terreno Lote,Jardim Parizzotto,0,0,0,408.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000.00
Casa Padrão,Jardim Pancera,1,3,3,207.00 ,106.00 ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,620000.00
Casa Padrão,Jardim Pancera,1,3,3,207.00 ,106.00 ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,590000.00
Casa Padrão,Jardim Gisela,4,3,3,287.00 ,160.00 ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1100000.00
Casa Padrão,Jardim Gisela,1,3,3,190.00 ,109.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,670000.00
Casa Padrão,Vila Becker,1,3,3,180.00 ,118.00 ,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,650000.00
Terreno Chácara,Novo Sobradinho,0,0,0,20000.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,550000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,550000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,540000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,540000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,530000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,530000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,520000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,520000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,510000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,108.00 ,85.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,555000.00
Apartamento Padrão,Jardim Tocantins,1,2,2,93.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,490000.00
Apartamento Padrão,Jardim Gisela,1,2,2,67.42 ,53.88 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1300.00
Terreno Lote,Vila Pioneiro,0,0,0,531.25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,84.54 ,53.21 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260000.00
Apartamento Padrão,Jardim Bandeirantes,1,2,2,95.00 ,70.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,320000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,103.00 ,72.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,399000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,103.00 ,72.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,399000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,103.00 ,72.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,399000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,103.00 ,72.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,399000.00
Apartamento Padrão,Jardim Porto Alegre,1,2,2,92.00 ,63.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,359000.00
Apartamento Padrão,Jardim Porto Alegre,1,2,2,92.00 ,63.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,359000.00
Apartamento Padrão,Jardim Porto Alegre,1,2,2,92.00 ,63.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,359000.00
Apartamento Padrão,Jardim Porto Alegre,1,2,2,92.00 ,63.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,359000.00
Apartamento Padrão,Centro,1,3,2,126.97 ,118.07 ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,350000.00
Casa Padrão,Jardim Gisela,2,3,3,360.00 ,192.00 ,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1200000.00
Terreno Lote,Vila Industrial,0,0,0,700.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000.00
Casa Padrão,Vila Becker,1,2,,180.00 ,104.50 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,580000.00
Casa Padrão,Vila Becker,1,3,,180.00 ,104.50 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,580000.00
Apartamento Padrão,Jardim Tocantins,1,,,0,52.80 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,349000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,359000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,359000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,339000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,349000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,349000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,428000.00
Apartamento Padrão,Jardim Santa Maria,1,2,,85.60 ,55.26 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,339000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,485000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,485000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,515000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,475000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,475000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,589000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,490000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,435000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,435000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,425000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,456000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,446000.00
Apartamento Padrão,Jardim La Salle,1,2,2,89.55 ,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,446000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,398000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,398000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,388000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,388000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,378000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,378000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,378000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,378000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,368000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,368000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,368000.00
Apartamento Padrão,Jardim Tocantins,1,2,,98.00 ,72.00 ,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,368000.00
Apartamento Padrão,Vila Industrial,2,3,2,187.68 ,116.00 ,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,560000.00
Casa Padrão,Vila Pioneiro,1,3,,100.28 ,83.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,190000.00
Terreno Lote,Centro,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410000.00
Terreno Lote,Biopark,0,0,0,2398.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901606.38
Terreno Lote,Biopark,0,0,0,600.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791340.00
Casa Padrão,Jardim Panorama,1,3,,345.00 ,120.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,450000.00
Casa Padrão,Jardim Concórdia,1,3,2,303.18 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,300000.00
Casa Padrão,Jardim Coopagro,1,3,,125.00 ,63.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,315000.00
Casa Padrão,Jardim Pancera,2,3,2,180.00 ,106.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,595000.00
Casa Padrão,Jardim Pancera,2,3,2,180.00 ,106.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,595000.00
Casa Padrão,Jardim Europa,1,3,,330.00 ,58.39 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,290000.00
Terreno Lote,Vila Industrial,0,0,0,962.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960000.00
Apartamento Padrão,Centro,1,2,2,105.00 ,64.00 ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,310000.00
Casa Padrão,Jardim Coopagro,2,3,,490.00 ,149.15 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,680000.00
Terreno Lote,Vila Becker,0,0,0,780.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000.00
Casa Padrão,Vila Industrial,2,3,2,376.14 ,160.00 ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1300000.00
Casa Padrão,Centro,1,3,2,400.00 ,180.00 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,370000.00
Casa Padrão,Vila Becker,1,3,2,180.00 ,100.84 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,530000.00
Casa Padrão,Vila Becker,1,3,2,180.00 ,100.84 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,530000.00
Terreno Lote,Vila Becker,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Casa Padrão,Jardim Concórdia,2,3,2,216.90 ,121.48 ,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,650000.00
Casa Padrão,Jardim Panorama,1,2,2,257.51 ,90.00 ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,220000.00
Apartamento Padrão,Vila Brasil,1,2,2,356.00 ,356.00 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,750000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,105.28 ,77.73 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,360000.00
Terreno Lote,Vila Becker,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460000.00
Terreno Lote,Jardim La Salle,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460000.00
Apartamento Padrão,Jardim La Salle,2,3,2,168.53 ,116.38 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,807551.86
Apartamento Padrão,Jardim La Salle,2,3,2,172.98 ,119.89 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,828875.10
Apartamento Padrão,Jardim La Salle,2,3,2,168.53 ,116.38 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,764350.79
Apartamento Padrão,Jardim La Salle,2,3,2,172.97 ,117.49 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,720315.06
Apartamento Padrão,Jardim La Salle,2,3,2,172.01 ,116.38 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,687950.55
Apartamento Padrão,Jardim La Salle,2,3,2,175.57 ,119.89 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,702188.70
Apartamento Padrão,Jardim La Salle,2,3,2,171.70 ,116.38 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,672476.79
Casa Padrão,Pinheirinho,1,2,,128.95 ,54.00 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,210000.00
Terreno Lote,Centro,0,0,0,800.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000.00
Casa Sobrado,Jardim La Salle,1,3,3,72.47 ,86.00 ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,460000.00
Casa Padrão,Jardim Bressan,1,2,,127.20 ,95.00 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,295000.00
Casa Padrão,Vila Pioneiro,2,2,2,249.74 ,100.00 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Casa Padrão,São Francisco,1,4,2,284.74 ,120.00 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,380000.00
Casa Padrão,Jardim Panorama,1,2,,92.64 ,63.53 ,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,199000.00
Casa Padrão,Pinheirinho,,2,,127.00 ,53.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,210000.00
Casa Padrão,Jardim Panorama,1,2,2,0,60.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,260000.00
Terreno Lote,Jardim Concórdia,0,0,0,497.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000.00
Casa Padrão,Jardim Pancera,3,3,2,360.36 ,180.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Casa Padrão,São Francisco,1,2,2,122.71 ,74.81 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,340000.00
Casa Padrão,São Francisco,1,3,2,158.00 ,76.44 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Casa Sobrado,Centro,2,4,4,600.00 ,310.30 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1550000.00
Terreno Lote,São Luiz do Oeste,0,0,0,400.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.00
Terreno Lote,Centro,0,0,0,800.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000.00
Casa Padrão,Jardim La Salle,2,4,3,520.52 ,245.04 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,880000.00
Apartamento Padrão,Jardim Coopagro,1,2,2,0,74.25 ,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,380000.00
Apartamento Padrão,São Francisco,1,2,,0,47.69 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,155000.00
Casa Padrão,São Francisco,1,2,,95.33 ,65.65 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,350000.00
Casa Padrão,São Francisco,1,2,,95.33 ,64.35 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,350000.00
Casa Padrão,São Francisco,1,2,2,95.33 ,69.90 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,390000.00
Terreno Lote,Centro,0,0,0,468.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000.00
Casa Sobrado,Centro,3,4,3,221.73 ,166.00 ,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,495000.00
Terreno Lote,Centro,0,0,0,817.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960000.00
Apartamento Padrão,Área Rural de Toledo,1,,,0,20.75 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,185000.00
Rural Chácara sem Casa,Jardim Coopagro,0,0,0,2000.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00
Casa Padrão,São Francisco,1,2,,126.14 ,56.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,240000.00
Casa Padrão,São Francisco,1,2,,126.14 ,56.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,240000.00
Casa Padrão,Jardim Pancera,,2,2,504.00 ,99.85 ,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,530000.00
Apartamento Padrão,Centro,2,3,2,0,130.60 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,690000.00
Terreno Chácara,Área Rural de Toledo,0,0,0,33300.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000.00
Apartamento Padrão,Vila Industrial,1,2,2,0,76.00 ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,370000.00
Casa Sobrado,Centro,2,3,3,200.00 ,130.00 ,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1150000.00
Apartamento Padrão,Jardim La Salle,2,3,2,0,127.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,650000.00
Casa Padrão,Jardim Porto Alegre,1,2,2,360.75 ,118.72 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,650000.00
Terreno Lote,Centro,0,0,0,1369.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000.00
Apartamento Padrão,Jardim La Salle,1,2,,0,53.89 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,278000.00
Casa Condomínio,Jardim Pancera,1,2,2,81.78 ,57.92 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,168000.00
Apartamento Padrão,Centro,1,2,,0,49.48 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,160000.00
Terreno Lote,Jardim La Salle,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00
Terreno Lote,Jardim La Salle,0,0,0,450.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Casa Padrão,Jardim Concórdia,3,4,2,525.00 ,98.00 ,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,690000.00
Apartamento Padrão,Vila Industrial,2,3,2,0,119.86 ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,580000.00
Casa Padrão,Jardim Concórdia,2,3,2,180.00 ,86.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,488000.00
Casa Padrão,Jardim Concórdia,2,3,2,180.00 ,86.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,488000.00
Casa Padrão,Jardim Concórdia,2,3,2,180.00 ,86.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,492000.00
Casa Padrão,Jardim Panorama,1,2,2,55.00 ,62.88 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,225000.00
Apartamento Padrão,Vila Becker,1,2,,0,63.32 ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,310000.00
Terreno Chácara,Distrito de Vila Nova,0,0,0,81553.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000.00
Casa Padrão,Jardim Concórdia,1,2,,472.87 ,112.15 ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,480000.00
Terreno Lote,Novo Sobradinho,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000.00
Terreno Lote,Biopark,0,0,0,600.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00
Terreno Lote,Biopark,0,0,0,800.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00
Casa Padrão,Vila Pioneiro,1,3,,345.00 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,420000.00
Apartamento Duplex,Vila Industrial,2,3,3,366.60 ,225.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3321550.00
Apartamento Duplex,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3321550.00
Apartamento Duplex,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1375375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1375375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1354375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1333375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1312375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1312375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1291375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1270375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1249375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1249375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1228375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1207375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1207375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1186375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1186375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1165375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1165375.00
Apartamento Padrão,Vila Industrial,2,3,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1144375.00
Apartamento Padrão,Vila Industrial,2,2,3,210.00 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1144375.00
